"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mFine Arts\u001b[0m; subcategories: \u001b[92mAuditory Fine Arts\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mFine Arts,Religion,Mythology,Philosophy,Geography\u001b[0m; subcategories: \u001b[92mVisual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Geography\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Chemistry,Biology,Religion,Mythology,Philosophy,Social Science,Current Events,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mFine Arts\u001b[0m; subcategories: \u001b[92mVisual Fine Arts,Auditory Fine Arts,Other Fine Arts\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3,4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mChemistry,Physics,Biology,Other Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory,Geography\u001b[0m; subcategories: \u001b[92mAmerican History,Ancient History,European History,World History,Other History,Geography\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory,Geography\u001b[0m; subcategories: \u001b[92mAmerican History,Ancient History,European History,World History,Other History,Geography\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m8\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mPhysics,Math,Other Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5,6,7,8\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5,6,7,8\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory,Geography,Science\u001b[0m; subcategories: \u001b[92mAmerican History,Geography,Math\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory,Science\u001b[0m; subcategories: \u001b[92mAmerican History,Math\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mFine Arts\u001b[0m; subcategories: \u001b[92mVisual Fine Arts,Auditory Fine Arts,Other Fine Arts\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mFine Arts\u001b[0m; subcategories: \u001b[92mVisual Fine Arts,Auditory Fine Arts,Other Fine Arts\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5,6,7\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory\u001b[0m; subcategories: \u001b[92mAmerican History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory\u001b[0m; subcategories: \u001b[92mAmerican History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mReligion\u001b[0m; subcategories: \u001b[92mReligion\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory\u001b[0m; subcategories: \u001b[92mAmerican History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory\u001b[0m; subcategories: \u001b[92mAmerican History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2,3,4,5,6,7,8,9,10\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Current Events,Social Science,Geography,Other Academic,Trash\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m2,3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience\u001b[0m; subcategories: \u001b[92mBiology,Chemistry,Physics,Math,Other Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mScience,Social Science\u001b[0m; subcategories: \u001b[92mBiology,Chemistry,Physics,Math,Other Science,Social Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mScience,Social Science\u001b[0m; subcategories: \u001b[92mBiology,Chemistry,Physics,Math,Other Science,Social Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m1,2\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory\u001b[0m; subcategories: \u001b[92mAmerican History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,Fine Arts,Science,Philosophy,Social Science\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Math,Other Science,Philosophy,Social Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mScience,Social Science\u001b[0m; subcategories: \u001b[92mBiology,Chemistry,Physics,Math,Other Science,Social Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m3,4\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mHistory\u001b[0m; subcategories: \u001b[92mAmerican History\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m8\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m8\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mScience,Philosophy,Social Science\u001b[0m; subcategories: \u001b[92mBiology,Chemistry,Physics,Math,Other Science,Philosophy,Social Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m8\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mScience,Philosophy,Social Science\u001b[0m; subcategories: \u001b[92mBiology,Chemistry,Physics,Math,Other Science,Philosophy,Social Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m8\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mbonus\u001b[0m; categories: \u001b[92mScience,Philosophy,Social Science\u001b[0m; subcategories: \u001b[92mBiology,Chemistry,Physics,Math,Other Science,Philosophy,Social Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,Fine Arts,Science,Philosophy,Social Science\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Math,Other Science,Philosophy,Social Science\u001b[0m;",
"[DATABASE] RANDOM QUESTIONS: difficulties: \u001b[92m4,5\u001b[0m; number: \u001b[92m20\u001b[0m; question type: \u001b[92mtossup\u001b[0m; categories: \u001b[92mLiterature,History,Science,Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m; subcategories: \u001b[92mAmerican Literature,British Literature,Classical Literature,European Literature,World Literature,Other Literature,American History,Ancient History,European History,World History,Other History,Biology,Chemistry,Physics,Math,Other Science,Visual Fine Arts,Auditory Fine Arts,Other Fine Arts,Religion,Mythology,Philosophy,Social Science,Current Events,Geography,Other Academic,Trash\u001b[0m;",
